scholar_index,name_letters,name_arabic,birth_greg,death_greg,places_of_stay
13271,Hisham bin Yusuf,هشام بن يوسف,0,0,
13272,Hisham bin Hbysh bin Khalid,هشام بن حبيش بن خالد بن الأشعر ال,0,0,
13273,Hisham bin Abi Rqyh,هشام بن أبي رقية,0,0,
13274,Hisham bin Ibrahim,هشام بن إبراهيم,0,0,
13275,Hisham bin Qatada al-Rahawi,هشام بن قتادة الرهاوي,0,0,
13276,Hisham bin Hbysh al-Khza'y,هشام بن حبيش الخزاعي,0,0,
13277,Hisham bin al-Hakam al-Thqfa,هشام بن الحكم الثقفي,0,0,
13278,Hilal al-Mazny,هلال المازني,0,0,
13279,Hilal bin Abi Hilal,هلال بن أبي هلال,0,0,
13280,Hilal bin Suwayd al-Humayri,هلال بن سويد الأحمري أبو المعلي,0,0,Humayr
13281,Hilal bin Umayya,هلال بن أمية,0,0,
13282,Hilal Abu al-Wrd al-Tky,هلال أبو الورد العتكي,0,0,
13283,al-Hythm bin Hbysh al-Nkh'y ا,لهيثم بن حبيش النخعي,0,0,Hamadan
13284,al-Hythm bin 'Aabad ا,لهيثم بن عباد,0,0,
13285,Harun bin al-Asm,هارون بن الأصم,0,0,
13286,Harun bin Abi Ziyad al-Tmymy,هارون بن أبي زياد التميمي,0,0,
13287,Harun bin Abi Da'ud al-Hbty,هارون بن أبي داود الحبطي,0,0,
13288,Han'i al-Khwlany,هانئ الخولاني,0,0,
13289,Han'i bin 'Urwa bin Frwh,هانئ بن عروة بن فروة بن مسيك المر,0,0,
13290,Han'i bin Thbyb al-Hdrmy,هانئ بن ثبيب الحضرمي,0,0,
13291,Han'i al-Dary Shykh,هانئ الداري,0,0,
13292,Hmam bin Sbyh,همام بن صبيح,0,0,
13293,Hbyrh bin al-Ash'th al-Dby,هبيرة بن الأشعث الضبي,0,0,
13294,Hrym bin Tlyd al-Zalma,هريم بن تليد الظالمي,0,0,
13295,Hashim bin 'Abdullah bin al-Zubair,هاشم بن عبد الله بن الزبير,0,0,
13296,Hadhayl bin 'Abdur Rahman,هذيل بن عبد الرحمن / بن حفصة بنت سيرين,0,0,
13297,Hrm bin al-Harith,هرم بن الحارث,0,0,
13298,Hzyl bin Sam,هزيل بن سام,0,0,
13299,Hrmz Wald 'Abdur Rahman bin Hrmz,هرمز والد عبد الرحمن بن هرمز الأعر,0,0,
13300,Hwd bin al-A'msh,هود بن الأعمش,0,0,
13301,Hunayd bin al-Qasim bin 'Abdur Rahman,هنيد بن القاسم بن عبد الرحمن,0,0,Hamadan
13302,Hrma bin al-Harith,هرمي بن الحارث,0,0,
13303,Hmdan,همدان,0,0,Sana'
13304,Hnd bint S'aid bin Aba,هند بنت سعيد بن أبي سعيد الخدري,0,0,
13305,Yahya bin al-Bra'a bin Aazb,يحيى بن البراء بن عازب,0,0,
13306,Yahya bin 'Abdur Rahman Shykh,يحيى بن عبد الرحمن,0,0,
13307,Yahya bin Shhab Shykh,يحيى بن شهاب,0,0,
13308,Yahya bin Hnd bin Asma'a,يحيى بن هند بن أسماء بن جارية,0,0,
13309,Yahya al-Amwy Shykh,يحيى الأموي,0,0,
13310,Yahya bin Hban al-Mazny,يحيى بن حبان المازني,0,0,
13311,Yahya bin Shryh,يحيى بن شريح,0,0,
13312,Yahya bin Slym bin Rbah,يحيى بن سليم بن رباح,0,0,
13313,Yahya bin 'Utba bin Abd,يحيى بن عتبة بن عبد السلمي,0,0,al-Hims
13314,Yahya bin Rwbh,يحيى بن روبة,0,0,
13315,Yahya bin Qays al-Ta'ify,يحيى بن قيس الطائفي,0,0,al-Ta'if
13316,Yazid bin al-N'uman bin Basheer,يزيد بن النعمان بن بشير,0,0,
13317,Yazid bin Han'i al-Hmdany,يزيد بن هانئ الهمداني,0,0,Hamadan
13318,Yazid bin 'Ubaidullah al-Hdhla,يزيد بن عبيد الله الهذلي,0,0,
13319,Yazid bin Shrahyl,يزيد بن شراحيل,0,0,
13320,Yazid al-Qyna,يزيد القيني,0,0,
13321,Yazid bin Hryth,يزيد بن حريث,0,0,
13322,Yazid bin Yhns,يزيد بن يحنس,0,0,
13323,Yazid bin al-Khlyl al-Nkh'y,يزيد بن الخليل النخعي,0,0,
13324,Yazid bin Rfa'h al-Lkhmy,يزيد بن رفاعة اللخمي,0,0,
13325,Yazid bin Abi Hkym Shykh,يزيد بن أبي حكيم,0,0,
13327,Yazid bin Bashr al-Sksky,يزيد بن بشر السكسكي,0,0,
13328,Yazid bin Zuhyr al-Db'y,يزيد بن زهير الضبعي,0,0,
13329,Yazid bin Rwh al-Lkhmy,يزيد بن روح اللخمي,0,0,
13330,Yazid bin Zayd,يزيد بن زيد,0,0,
13331,Yazid bin 'Urwa,يزيد بن عروة,0,0,
13332,Yazid bin Slyt,يزيد بن سليط,0,0,
13333,Yazid bin Shrhbyl,يزيد بن شرحبيل,0,0,
13334,Yazid bin Adrm,يزيد بن أضرم,0,0,
13335,Yazid bin Tryf,يزيد بن طريف,0,0,
13336,Yazid bin 'Abdullah bin Awf,يزيد بن عبد الله بن عوف,0,0,
13337,Yazid bin Nstas,يزيد بن نسطاس,0,0,
13338,Yazid bin Talha bin Yazid,يزيد بن طلحة بن يزيد بن ركانة الق,0,622,
13339,Yazid bin Qays al-Sksky,يزيد بن قيس السكسكي,0,0,
13340,Yazid bin Hdyr,يزيد بن حدير,0,0,
13341,Yazid bin Khthym,يزيد بن خثيم,0,0,
13342,Yazid bin Mua'wiya al-Umary,يزيد بن معاوية العامري,0,0,
13343,Yazid bin 'Alqama bin Mas'ud,يزيد بن علقمة بن مسعود,0,0,
13344,Yazid bin al-Harith al-Abdi,يزيد بن الحارث العبدي,0,0,
13345,Yazid Mwla Ma'mr al-Dwa,يزيد مولى معمر العدوي,0,0,
13358,Ya'qub bin 'Ubaid bin Nashayt,يعقوب بن عبيد بن نشيط,0,0,
13359,Y'aqub bin Ghdban Shykh,يعقوب بن غضبان,0,0,
13360,Y'aqub bin Isma'il bin Talha,يعقوب بن إسماعيل بن طلحة بن عبيد,0,0,
13361,Yonus bin Hmas,يونس بن حماس,0,0,
13362,Y'la bin al-Walid,يعلى بن الوليد,0,0,
13363,Y'la bin Hrmlh al-Tyma,يعلى بن حرملة التيمي,0,0,
13364,Y'la bin Ibrahim,يعلى بن إبراهيم,0,0,
13365,Yasar Mula bin 'Umar,يسار مولى بن عمر,0,0,
13366,Ysar Abu Maymun,يسار أبو ميمون,0,0,
13368,Y'ysh bin Thfh al-Ghfary,يعيش بن طهفة الغفاري,0,0,
13369,Yrym bin As'd Abu al-'Ala',يريم بن أسعد أبو العلاء,0,0,
13370,Y'fr bin Rwdha Shykh,يعفر بن روذي,0,0,Yemen
13371,Ya'fur bin al-Mughira bin Shu'ba,يعفور بن المغيرة بن شعبة,0,0,Kufa
13372,Yamyn Shykh,يامين,0,0,
13373,Abu al-Sa'ib Mwla Hisham bin Zhrh,أبو السائب مولى هشام بن زهرة بن ع,0,0,
13374,Abu Umayya bin al-Akhns,أبو أمية بن الأخنس,0,0,
13375,Abu al-Wam al-Dwsy,أبو العوام الدوسي,0,0,
13376,Abu al-Aswad al-Zbada,أبو الأسود الزبادي,0,0,
13377,Abu Ala Rjl,أبو علي رجل,0,0,
13378,Abu al-Hakam Mwla 'Abdullah,أبو الحكم مولى عبد الله بن عمرو ب,0,0,
13379,Abu Bakr bin Amarh bin Rwybh,أبو بكر بن عمارة,0,0,
13380,Abu Khalid,أبو خالد,0,0,
13381,Abu al-Mughira al-Qwas,أبو المغيرة القواس,0,0,
13382,Abu al-Mhajr Mwla bina Klab,أبو المهاجر مولى بني كلاب,0,0,
13383,Abu 'Abdur Rahman al-Mwsly,أبو عبد الرحمن الموصلي,0,0,Musal
13384,Abu al-Walid Mwla 'Amr bin Hryth,أبو الوليد مولى عمرو بن حريث,0,0,
13385,Abu al-Khlyl,أبو الخليل,0,0,
13386,Abu Bakr al-Hnfy,أبو بكر الحنفي,0,0,
13387,"Abu Umayya, Client Of 'Umar",أبو أمية مولى عمر,0,0,"Hijaz, Basra"
13388,Abu 'Ubaid'h al-Awdy,أبو عبيدة الأودي,0,0,
13389,Abu Bakr bin Abi al-Jhm,أبو بكر بن أبي الجهم بن صخير العد,0,0,
13390,Abu Thmamh al-Hnfy,أبو ثمامة الحنفي,0,0,
13391,Abu Ja'far al-Ashj'y,أبو جعفر الأشجعي,0,0,
13392,Abu 'Uthman,أبو عثمان,0,0,
13393,Abu al-Jndl bin S'hyl bin 'Amr,أبو الجندل بن سهيل بن عمرو,0,0,
13394,Abu Nsyr,أبو نصير,0,0,
13395,Abu 'Abdur Rahman,أبو عبد الرحمن,0,0,
13396,Abu 'Amr Maula al-Muttalib bin Hantab,أبو عمرو مولى المطلب بن حنطب,0,0,
13397,Abu Suliaman al-Lythy,أبو سليمان الليثي,0,0,
13398,Abu Hnyfh,أبو حنيفة,0,0,
13399,Abu 'Umar al-Ghdany,أبو عمر الغداني,0,0,
13400,Abu Sbrh al-Bjly,أبو سبرة البجلي,0,0,
13401,Abu 'Ubaidullah Mwla bin 'Abbas,أبو عبيد الله مولى بن عباس,0,0,
13403,Abu 'Utba al-Kndy,أبو عتبة الكندي,0,0,Hims
13404,Abu Falj al-Anmara,أبو فالج الأنماري,0,0,
13405,Abu al-Mst'hl,أبو المستهل,0,0,
13406,Abu Nbyh bin Ibrahim al-Tyma,أبو نبيه بن إبراهيم التيمي أخو محم,0,0,
13407,Abu Awn bin Abi 'Ubaid,أبو عون بن أبي عبيد,0,0,
13408,Abu al-Zubair Mu'dhn Byt al-Mqds,أبو الزبير مؤذن بيت المقدس,0,0,
13409,Abu Shykh bin Hmar al-Hna'iy,أبو,0,0,
13410,Abu Bakr bin Abi Yahya,أبو بكر بن أبي يحيى التميمي,0,0,
13411,Abu Suh'aib al-Hdrmy,أبو شعيب الحضرمي,0,0,
13412,Abu Thwr al-Hdany,أبو ثور الحداني,0,0,
13413,Abu Rbah bin Abi al-Hakam,أبو رباح بن أبي الحكم بن حبيب الث,0,0,
13414,Abu Sadq,أبو صادق,0,0,
13415,Abu S'ad al-Ghfary,أبو سعد الغفاري,0,0,
13416,Abu al-Hasan al-Brad,أبو الحسن البراد,0,0,
13417,Abu Talha al-Asadi,أبو طلحة الأسدي,0,0,
13418,Abu Talb al-Db'y,أبو طالب الضبعي,0,0,
13419,Abu al-Husain,أبو الحصين,0,0,
13420,Abu Tarq al-Azdy,أبو طارق الأزدي,0,0,
13421,Abu T'mh,أبو طعمة,0,0,
13422,Abu al-Ash'th al-Qsab,أبو الأشعث القصاب,0,0,
13423,Abu Nsyr al-A'ma bin Abd,أبو نصير الأعمي بن عبد القيس,0,0,
13424,Abu Zbyan al-Azdy,أبو ظبيان الأزدي,0,0,
13425,Abu Asma'a Mwla 'Abdullah,أبو أسماء مولى عبد الله بن جعفر,0,0,
13426,Abu Tahr Mwla al-Hasan bin Ala,أبو طاهر مولى الحسن بن علي الهاشمي,0,0,
13427,Abu Ma'n,أبو معن,0,0,
13428,Abu 'Uthman,أبو عثمان,0,0,
13429,Abu 'Alqama Mwla bina Hashim,أبو علقمة مولى بني هاشم,0,0,
13430,Abu Bakr bin Hafs,أبو بكر بن حفص,0,0,
13431,Abu Hamza al-Khwlany,أبو حمزة الخولاني,0,0,
13433,Abu Rashid,أبو راشد,0,0,
13434,Abu 'Abdullah,أبو عبد الله,0,0,
13435,Abu Ayad al-Ash'ry,أبو عياض الأشعري,0,0,
13436,Abu Hadr,أبو حاضر,0,0,
13437,Abu Rbah al-Fdka,أبو رباح الفدكي,0,0,
13438,Abu Hryz Mwla Mua'wiya,أبو حريز مولى معاوية,0,0,al-Hims
13439,Abu 'Isa al-Haritha al-Aswara,أبو عيسى الحارثي الأسواري,0,0,
13440,Abu D'hqanh,أبو دهقانة,0,0,
13441,Abu al-Hjaj,أبو الحجاج,0,0,
13442,Abu al-Adbr,أبو الأدبر,0,0,
13443,Abu al-Mnhal al-Bdy,أبو المنهال العبدي,0,0,
13444,Abu D'hqan,أبو دهقان,0,0,
13445,Abu al-Mnhal,أبو المنهال,0,0,
13446,Abu al-Ghryf,أبو الغريف,0,0,
13447,Abu Dra' Yrwy An 'Uthman,أبو دراع,0,0,
13448,Abu S'ad Mwla bina Ghfar,أبو سعد مولى بني غفار,0,0,
13449,Abu Nhyk,أبو نهيك,0,0,
13450,Abu al-Msbh al-Mqria,أبو المصبح المقرإي,0,0,
13451,Abu al-Mukhtar,أبو المختار,0,0,
13452,Abu Hathama,أبو حثمة,0,0,
13453,Abu Mus'ab al-Jhny,أبو مصعب الجهني,0,0,
13454,Abu Rshyd bin Ubaid bin Aba,أبو رشيد بن عبيد بن أبي سبرة,0,0,
13455,Abu al-Yzar,أبو العيزار,0,0,
13456,Abu Rafa'y Mwla Abi Hryrh,أبو رافع مولى أبي هريرة,0,0,
13457,Abu Musa,أبو موسى,0,0,
13458,Abu Rwbh al-Qshyry,أبو روبة القشيري,0,0,
13459,Abu Muslim Mwla Zayd bin Swhan,أبو مسلم مولى زيد بن صوحان,0,0,
13460,Abu Rzyn,أبو رزين,0,0,
13461,Abu Maryam al-Skwny,أبو مريم السكوني,0,0,
13462,Abu Arak'h,أبو أراكة,0,0,
13464,Abu Yahya,أبو يحيى,0,0,
13465,Abu Zayd al-Mrady,أبو زيد المرادي,0,0,
13466,Abu Zbyd al-Hmdany,أبو زبيد الهمداني,0,0,Hamadan
13467,Abu Suliaman al-Lythy,أبو سليمان الليثي,0,0,
13468,Abu Zrarh,أبو زرارة,0,0,
13469,Abu Bakr bin Bashyr,أبو بكر بن بشير,0,0,
13470,Abu Amar Sahb al-Mzawd Rkb,أبو عمار صاحب المزاود ركب سفينة,0,0,
13471,Abu Muhammad,أبو محمد,0,0,
13472,Abu S'aid al-Ymany,أبو سعيد اليماني,0,0,Yemen
13473,Abu Sufyan al-Mzny Yrwy An,أبو سفيان المزني,0,0,
13474,Abu K'ab al-Haritha,أبو كعب الحارثي,0,0,
13475,Abu Sufyan bin al-Mughira bin al-Akhns,أبو سفيان بن المغيرة بن الأخنس,0,0,
13476,Abu Ata'a al-Yhbwra,أبو عطاء اليحبوري,0,0,
13477,Abu Syf Mwla 'Abdur Rahman,أبو سيف مولى عبد الرحمن بن سمرة,0,0,
13478,Abu Qrh al-Kndy,أبو قرة الكندي,0,0,
13479,Abu Muslim,أبو مسلم,0,0,
13480,Abu Ataf al-Azdy,أبو عطاف الأزدي,0,0,
13481,Abu S'aid al-Mhry,أبو سعيد المهري,0,0,
13482,Abu 'Abdur Rahman,أبو عبد الرحمن,0,0,
13483,Abu Shayba al-Mhry,أبو شيبة المهري,0,0,
13484,Abu Shjrh,أبو شجرة,0,0,
13485,Abu Salah al-Hady,أبو صالح الحادي,0,0,
13486,Abu Salah al-Khwlany,أبو صالح الخولاني,0,0,
13487,Abu Ghalb Wkan Rjl Sdq,أبو غالب وكان رجل صدق,0,0,
13488,Abu Salah al-Sh'tha,أبو صالح الشعثي,0,0,
13489,Abu Salah al-Tar,أبو صالح العطار,0,0,
13490,Abu Qtylh al-Ma'afry,أبو قتيلة المعافري,0,0,
13491,Abu Salah Mwla 'Umar,أبو صالح مولى عمر,0,0,
13492,Abu Habibh,أبو حبيبة,0,0,
13493,Abu Hyh al-Klby,أبو حية الكلبي,0,0,
13494,Abu al-S'hba'a,أبو الصهباء,0,0,
13495,Abu Najih,أبو نجيح والد عبد الله بن أبي نجي,0,726,
13496,Umm Khadash,أم خداش,0,0,
13497,Umm Khultum bint Asma'a Trwa,أم كلثوم بنت أسماء,0,0,
13500,Ibrahim bin Isma'il إ,براهيم بن إسماعيل ويقال إسماعيل,0,0,al-Hijaz
13501,Umayya bin Hind al-Mazni,أمية بن هند المزني,0,0,Hijaz
13502,Iyas bin al-Harith bin Ma'yqyb إ,ياس بن الحارث بن معيقيب,0,0,Hijaz
13504,Ja'far bin Mus'ab Hjazy,جعفر بن مصعب حجازي,0,0,Hijaz
13505,Hryz Aw Abu Hryz,حريز أو أبو حريز,0,0,Hijaz
13506,Hzam bin Hkym bin Hzam,حزام بن حكيم بن حزام,0,0,Hijaz
13508,Khalid bin Kysan Hjazy,خالد بن كيسان حجازي,0,0,Hijaz
13509,Da'ud bin Abi Salah,داود بن أبي صالح حجازي,0,0,Hijaz
13510,Rdad al-Lythy Wqal B'd'hm Abu,رداد الليثي وقال,0,0,Hijaz
13511,Sa'id bin Hsan Hjazy,سعيد بن حسان حجازي,0,0,Hijaz
13512,Sa'id bin 'Abdur Rahman bin Jahsh,سعيد بن عبد الرحمن بن جحش,0,0,Hijaz
13514,Sufyan bin Abi al-Wja'a,سفيان بن أبي العوجاء,0,0,al-Hijaz
13515,Salmah bin al-Azrq Hjazy,سلمة بن الأزرق حجازي,0,0,Hijaz
13516,Sulaiman bin Abi Yahya,سليمان بن أبي يحيى حجازي,0,0,Hijaz
13517,Salah bin Sa'id Hijazi,صالح بن سعيد,0,0,al-Hijaz
13518,Skhr bin Ishaq Mwla,صخر بن إسحاق مولى بني غفار حجازي,0,0,Hijaz
13519,Skhr bin 'Abdullah,صخر بن عبد الله بن حرملة المدلجي,0,0,Hijaz
13520,Safwan bin Mwhb Hjazy,صفوان بن موهب حجازي,0,0,Hijaz
13521,Tarq bin 'Abdur Rahman,طارق بن عبد الرحمن بن القاسم القرشي,0,748,Hijaz
13522,Tarq bin Mhasn,طارق بن محاسن,0,0,Hijaz
13523,Tariq bin al-Marqa' Hijazi,طارق بن المرقع حجازي,0,0,Hijaz
13524,'Asim bin 'Umar,عاصم بن عمر,0,0,Hijaz
13526,'Abdullah bin 'Abdur Rahman al-Ansari,عبد الله بن عبد الرحمن الأنصاري الأشهلي,0,0,Hijaz
13527,'Abdullah bin Abd,عبد الله بن عبد العزيز بن صالح,0,0,Hijaz
13528,'Abdullah bin Aby,عبد الله بن أبي عتاب حجازي,0,0,Hijaz
13529,'Abdullah bin Asmh,عبد الله بن عصمة الجشمي,0,0,Hijaz
13530,'Abdullah bin Malik bin Hudhafa,عبد الله بن مالك بن حذافة,0,0,"Hijaz, Egypt"
13531,'Abdullah bin Harun,عبد الله بن هارون,0,0,Hijaz
13532,'Abdullah bin Yonus Hijazi,عبد الله بن يونس حجازي,0,0,Hijaz
13533,'Ubaidullah bin Abd,عبيد الله بن عبد الله بن أقرم,0,0,Hijaz
13535,'Uthman bin 'Abdullah,عثمان بن عبد الله بن الحكم بن الحارث,0,0,al-Hijaz
13537,Athym Bsyghh al-Tsghyr,عثيم بصيغة التصغير,0,0,Hijaz
13539,'Amarah bin Thuban,عمارة بن ثوبان حجازي,0,0,Hijaz
13540,Amarh bin Maymun,عمارة بن ميمون,0,0,"Hijaz, Basra"
13541,'Umar bin Ata'a bin Wraz,عمر بن عطاء بن وراز,0,0,Hijaz
13543,'Amr bin 'Abdullah,عمرو بن عبد الله بن أنيس,0,0,Hijaz
13544,'Amr bin 'Umayr,عمرو بن عمير,0,0,al-Hijaz
13545,'Amr bin Qtad'h al-Ymamy,عمرو بن قتادة اليمامي حجازي,0,0,"al-Yamama, Hijaz"
13546,Anbs'h bin Amar al-Dwsy,عنبسة بن عمار الدوسي ويقال القرشي حجازي,0,0,"Hijaz, Kufa"
13547,'Isa bin Ma'ql bin Aby,عيسى بن معقل بن أبي معقل الأسدي,0,0,Hijaz
13548,'Isa bin Ma'mr Hjazy,عيسى بن معمر حجازي,0,0,Hijaz
13550,Muhammad bin Thabit bin Shrhbyl,محمد بن ثابت بن شرحبيل,0,0,al-Hijaz
13552,Muhammad bin 'Imran al-Hjby,محمد بن عمران الحجبي حجازي,0,0,Hijaz
13553,Mjald bin Awf,مجالد بن عوف,0,0,Hijaz
13554,Muslim bin Thfnh,مسلم بن ثفنة,0,0,Hijaz
13555,Muslim bin Mkhraq Mwla,مسلم بن مخراق مولى عائشة حجازي,0,0,"Hijaz, Egypt"
13556,Muslim bin Yazid al-Sa'dy,مسلم بن يزيد السعدي حجازي,0,0,Hijaz
13557,Musa bin Badhan,موسى بن باذان,0,0,Hijaz
13558,Yazid bin Abd al-Mzny Hjazy,يزيد بن عبد المزني,0,0,al-Hijaz
13559,Abu Thamama al-Hanat/al-Khiyat,أبو ثمامة الحناط,0,0,Hijaz
13560,Aus bin Abi Aws,أوس بن أبي أوس,0,0,Hijaz
13600,Ibrahim bin 'Ikrama bin Ya'la bin Umayya إ,براهيم بن عكرمة بن يعلى بن أمية,0,0,
13601,Ibrahim bin 'Abdur Rahman إ,براهيم بن عبد الرحمن بن عبد القار,0,0,
13602,Ibrahim bin 'Abdur Rahman al-Dhry إ,براهيم بن عبد الرحمن العذري,0,0,
13603,Ibrahim bin Abi Hdyd al-Awdy إ,براهيم بن أبي حديد الأودي ويقال ب,0,0,
13604,Ibrahim bin Rashid إ,براهيم بن راشد,0,0,
13605,Ibrahim al-Jhny إ,براهيم الجهني,0,0,
13606,Ibrahim bin S'aid إ,براهيم بن سعيد,0,0,
13607,Ibrahim bin Malik al-Ashtr إ,براهيم بن مالك الأشتر,0,0,
13608,Ibrahim bin Isma'il Shykh إ,براهيم بن إسماعيل,0,0,
13609,Ibrahim bin 'Abdullah bin al-Mhrz إ,براهيم بن عبد الله بن المحرز التي,0,0,
13610,Ibrahim bin 'Abdullah bin Kathir إ,براهيم بن عبد الله بن كثير,0,0,
13611,Ibrahim bin Ubaid Shykh إ,براهيم بن عبيد,0,622,
13612,Ibrahim bin 'Abdullah إ,براهيم بن عبد الله,0,0,
13613,Ibrahim bin Yhns إ,براهيم بن يحنس,0,0,
13614,Ibrahim bin 'Umayr Shykh إ,براهيم بن عمير,0,0,
13615,Ibrahim bin Isma'il إ,براهيم بن إسماعيل,0,0,
13616,Ibrahim Mwla Abi Hryrh إ,براهيم مولى أبي هريرة,0,0,
13618,Isma'il bin Ibrahim إ,سماعيل بن إبراهيم,0,0,
13619,Isma'il bin Jstas إ,سماعيل بن جستاس,0,0,
13620,Isma'il bin al-Hasan al-Twary إ,سماعيل بن الحسن العتواري,0,0,
13621,Isma'il bin S'aid bin Rmanh إ,سماعيل بن سعيد بن رمانة,0,0,Yemen
13622,Isma'il bin Ubaid al-A'wr إ,سماعيل بن عبيد الأعور,0,0,
13623,Isma'il bin Abi S'aid Mwla إ,سماعيل بن أبي سعيد مولى المهري,0,0,
13624,Isma'il bin Thwban al-Asady إ,سماعيل بن ثوبان الأسدي,0,0,
13625,Ishaq bin Dmrh إ,سحاق بن ضمرة,0,0,
13627,Ishaq bin 'Abdullah bin Aba إ,سحاق بن عبد الله بن أبي سرح,0,0,
13628,Ishaq bin 'Abdur Rahman إ,سحاق بن عبد الرحمن,0,0,
13629,Ishaq bin Bzrj إ,سحاق بن بزرج,0,0,
13630,Ishaq bin Suwayd Shykh إ,سحاق بن سويد,0,0,
13632,Ishaq al-A'ma إ,سحاق الأعمي,0,0,
13633,Ishaq bin Abi al-K'htlh إ,سحاق بن أبي الكهتلة,0,0,
13634,Ishaq Mwla Muhammad bin Ziyad إ,سحاق مولى محمد بن زياد,0,0,
13635,Ishaq bin al-Mhtfr إ,سحاق بن المحتفر,0,0,
13636,Ishaq bin Abi Tryf إ,سحاق بن أبي طريف,0,0,
13637,Ayoub bin 'Abdullah al-Lkhmy,أيوب بن عبد الله اللخمي,0,0,
13638,Ayoub bin 'Abdullah bin Ysar,أيوب بن عبد الله بن يسار,0,0,
13639,Ayoub bin Bashyr bin Sa'd,أيوب بن بشير بن سعد المعاوي,0,738,Medina
13640,Ayoub bin Hasan bin Ala,أيوب بن حسن بن علي بن أبي رافع م,0,0,
13641,Ayoub bin Suliaman,أيوب بن سليمان,0,622,
13642,Ayoub Shykh,أيوب,0,0,
13643,Ayoub bin Khalid,أيوب بن خالد,0,0,
13644,Ayoub bin Thman Abu Ata'a,أيوب بن طهمان,0,0,
13645,Ash'ath bin Abi Khalid,أشعث بن أبي خالد,0,0,Kufa
13646,Ash'th bin Tlq al-Nhdy,أشعث بن طلق النهدي,0,0,
13647,Ash'th bin 'Umayr bin Jwdan,أشعث بن عمير بن جودان,0,0,
13648,Ash'th Abu 'Abdullah al-Hmla,أشعث أبو عبد الله الحملي,0,0,
13649,al-Aswad bin Abi Usamah ا,لأسود بن أبي أسامة,0,0,
13650,al-Aswad al-Ta'iy ا,لأسود الطائي,0,0,
13651,al-Aswad bin Usamah ا,لأسود بن أسامة,0,0,
13652,Iyas bin Ja'far إ,ياس بن جعفر,0,0,
13653,Iyas bin 'Abdullah Shykh إ,ياس بن عبد الله,0,0,
13654,Iyas bin Afyf al-Kndy إ,ياس بن عفيف الكندي,0,0,
13655,Iyas bin Zuhyr إ,ياس بن زهير,0,0,
13656,Iyas bin 'Amr al-Aslma إ,ياس بن عمرو الأسلمي,0,0,
13657,Aban Shykh,أبان,0,0,
13658,al-Azhar bin 'Abdullah ا,لأزهر بن عبد الله,0,0,
13659,al-Azhar al-Alhany ا,لأزهر الألهاني,0,0,
13660,al-Azhar bin Hameed'h ا,لأزهر بن حميضة,0,0,
13661,al-Azhar bin Yazid al-Ghtyfa ا,لأزهر بن يزيد الغطيفي,0,0,
13663,al-Azhar bin 'Abdullah ا,لأزهر بن عبد الله,0,0,
13664,Umayya bin Khalid,أمية بن خالد,0,0,
13666,Asyd bin 'Abdur Rahman bin Zayd,أسيد بن عبد الرحمن بن زيد بن الخط,0,0,
13667,Asyd al-J'fy,أسيد الجعفي,0,0,
13668,Aws bin N'am,أوس بن نعام,0,0,
13669,Aws bin 'Abdullah,أوس بن عبد الله,0,0,
13670,Aws bin Thryb al-Tghlby,أوس بن ثريب التغلبي,0,0,
13671,Aws bin al-Manyh,أوس بن العمانية,0,0,
13672,Aws bin Khalid,أوس بن خالد,0,0,
13673,Aws bin Bashr al-Ma'afry,أوس بن بشر المعافري,0,0,
13674,Aws al-Klaby,أوس الكلابي,0,0,
13675,Usamah bin Khrym,أسامة بن خريم,0,0,
13676,Aslam bin 'Imran Abu 'Imran,أسلم بن عمران أبو عمران التجيبي,0,0,
13677,Aymn bin 'Abdullah Abu,أيمن بن عبد الله أبو المختار,0,0,
13678,Aymn,أيمن,0,0,
13679,Aymn bin Malik al-Ash'ry,أيمن بن مالك الأشعري,0,0,
13680,Anas bin Abi Anis al-Dhry,أنس بن أبي أنيس العذري,0,0,
13681,Anas bin al-Harith Qtl Ma',أنس بن الحارث قتل مع الحسين بن عل,0,622,
13682,Anas bin Jndl,أنس بن جندل,0,0,
13683,Anas bin 'Amr al-Aslma,أنس بن عمرو الأسلمي,0,0,
13684,Anas bin Byhs al-Bahla,أنس بن بيهس الباهلي,0,0,
13685,Anis bin 'Imran Abu Yazid,أنيس بن عمران أبو يزيد اليافعي,0,0,
13686,Abi bin Qays Akhw 'Alqama,أبي بن قيس أخو علقمة بن قيس قتل,0,0,
13687,Aadm bin Abi Maryam آ,دم بن أبي مريم,0,0,
13688,Idrys al-Sn'any إ,دريس الصنعاني,0,0,Sana'
13690,Arqm bin Abi al-Arqm,أرقم بن أبي الأرقم,0,0,
13691,"al-Ahnaf Abu Bahr al-Hilali,al-'Absi ا",لأحنف أبو بحر الهلالي العبسي,0,0,
13692,Asad bin Safwan,أسد بن صفوان,0,0,
13693,Art'ah Wald Ada bin Art'ah,أرطأة والد عدي بن أرطأة,0,0,
13694,Asma'a bin Kharjh bin Hasan,أسماء بن خارجة بن حصن بن حذيفة,0,686,
13695,Adhynh bin Salmah al-Bdy,أذينة بن سلمة العبدي,0,0,
13696,Adhynh,أذينة,0,0,
13697,Artban Mwla Mzynh Jd bin Awn,أرطبان مولى مزينة جد بن عون,0,0,
13699,Akhshn al-Sdwsy,أخشن السدوسي,0,0,
13700,Akyl al-Tyma Abu Habib,أكيل التيمي أبو حبيب,0,0,
