scholar_index,name_letters,name_arabic,birth_greg,death_greg,places_of_stay
13701,al-Asl' bin Hy al-Dby ا,لأسلع بن حي الضبي,0,0,
13703,Athal bin Qrh bin Hwshb,أثال بن قرة بن حوشب الحنفي,0,0,
13704,Aamnh bint 'Abdur Rahman bin Aba آ,منة بنت عبد الرحمن بن أبي ليلى,0,0,
13705,Anis'h bint Zayd bin Arqm,أنيسة بنت زيد بن أرقم,0,0,
13706,Bilal bin Abi Hryrh,بلال بن أبي هريرة,0,0,
13707,Bilal Abu 'Alqama,بلال أبو علقمة,0,0,
13708,Bilal bin S'ad al-Qaysy,بلال بن سعد القيسي,0,0,
13709,Bilal Mu'dhn Byt al-Mqds,بلال مؤذن بيت المقدس,0,0,
13710,Bashr bin Mryh al-Khwlany,بشر بن مريح الخولاني,0,0,
13712,Bashr Mwla Aban bin 'Uthman,بشر مولى أبان بن عثمان,0,0,
13713,Bashr,بشر,0,0,
13715,Bashr,بشر,0,0,
13716,Bashr bin Ghalb al-Asady,بشر بن غالب الأسدي,0,0,
13717,Bashr Mwla 'Abdur Rahman al-Quraishi,بشر مولى عبد الرحمن القرشي,0,0,
13718,Bashr bin Qhyf al-Umary,بشر بن قحيف العامري,0,0,
13720,Bashr bin 'Urwa,بشر بن عروة,0,0,
13721,Bashr bin Bashyr bin Ma'bd,بشر بن بشير بن معبد الأسلمي,0,0,
13722,Bashr bin Hyan al-Khshny,بشر بن حيان الخشني,0,0,
13723,Bashyr bin Zayd Shykh Qdym,بشير بن زيد,0,0,
13726,Bashyr bin Zayd,بشير بن زيد,0,0,
13727,Bashyr bin Abi Bashyr Mwla,بشير بن أبي بشير مولى الزبير بن ا,0,0,
13728,Bashyr al-Awdy,بشير الأودي,0,0,
13729,Bashyr bin Salman Client Of Safiya,بشير بن سلمان مولى صفية بنت عبد الرحمن,0,0,Medina
13730,Bashyr bin Ghalb al-Asady,بشير بن غالب الأسدي,0,0,
13731,Bashyr Mwla Mua'wiya,بشير مولى معاوية,0,0,
13732,Bashyr al-Slmy,بشير السلمي,0,0,
13733,Bashyr bin al-Ghwth al-Nzy,بشير بن الغوث العنزي,0,0,
13735,Bashyr bin Abi Kysan,بشير بن أبي كيسان,0,0,
13736,Bakr bin Qrwash,بكر بن قرواش,0,0,
13737,Bakr bin 'Abdur Rahman al-Mazni,بكر بن عبد الرحمن المزني,0,0,
13740,Bkar bin Salam al-Ghnwy,بكار بن سلام الغنوي ويقال العتري,0,0,
13741,Bkar bin 'Uthman,بكار بن عثمان,0,0,
13742,al-Bakhtri bin al-Mukhtar ا,لبختري بن المختار,0,0,
13743,al-Bkhtra bin Azrh ا,لبختري بن عزرة,0,0,
13744,Babah,باباه,0,0,
13745,al-Bhy Shykh ا,لبهي,0,0,
13746,Byhs bin Sbyrh,بيهس بن صبيرة,0,0,
13747,Brd Mwla Aal al-Zubair bin al-Wam,برد مولى آل الزبير بن العوام,0,0,
13748,Bstam Shykh,بسطام,0,0,
13749,Bhyr bin Dhakhr,بحير بن ذاخر,0,0,
13750,Bhyr bin Aws,بحير بن أوس,0,0,
13751,Bjyr bin Salm Abu 'Ubaid,بجير بن سالم أبو عبيد,0,0,
13752,Bjyr bin Ahmr,بجير بن أحمر,0,0,
13753,Bryd bin Asrm,بريد بن أصرم,0,0,
13766,Tby' al-Hjry,تبيع الحجري,0,0,
13767,T'la Abu Ubaid,تعلي أبو عبيد,0,0,
13768,Tmlk al-Kharfyh 'Umar'ah Trwa An,تملك الخارفية امرأة,0,0,
13769,Thabit bin 'Abdullah bin al-Zubair,ثابت بن عبد الله بن الزبير,0,0,Medina
13770,Thabit bin Ma'bad,ثابت بن معبد,0,0,
13771,Thabit Mwla Sufyan bin Aba,ثابت مولى سفيان بن أبي مريم,0,0,
13772,Thabit bin Mshhl,ثابت بن مشحل,0,0,
13773,Thabit bin Yazid al-Khwlany,ثابت بن يزيد الخولاني,0,0,
13776,Thabit bin Tryf al-Mrady,ثابت بن طريف المرادي,0,0,
13777,Thabit bin Mrdas Shykh Sm',ثابت بن مرداس,0,0,
13778,Thabit bin Srj Abu Salmah,ثابت بن سرج أبو سلمة الدوسي,0,0,
13779,Thabit bin Ubaid bin Aazb,ثابت بن عبيد بن عازب بن أخي البرا,0,0,
13780,Thabit bin Ubaid,ثابت بن عبيد,0,0,
13781,Thabit,ثابت,0,0,
13782,Thabit bin Hrym,ثابت بن هريم,0,0,Hamadan
13783,Th'albah bin Dby'h,ثعلبة بن ضبيعة,0,0,
13784,Th'albah bin Sahl Shykh,ثعلبة بن سهل,0,0,
13785,Th'albah Abu al-Knwd al-Hmrawa,ثعلبة أبو الكنود الحمراوي,0,0,
13787,Th'albah bin 'Asim,ثعلبة بن عاصم,0,0,
13788,Thwr bin Qdamh,ثور بن قدامة,0,0,
13789,Thwr al-Kndy,ثور الكندي,0,0,
13790,Thwr Shykh,ثور,0,0,
13791,Jabir bin Jlas al-Klby,جابر بن جلاس الكلبي,0,0,
13792,Jabir bin Qbys'h,جابر بن قبيصة,0,0,
13793,Jabir bin al-Laf,جابر بن العلاف,0,0,
13794,Jabir al-Hdha'a,جابر الحذاء,0,0,
13795,Jabir,جابر,0,0,
13796,Jabir bin Aazad al-Mqraa Wmqra,جابر بن آزاد المقراي ومقرا قرية بد,0,0,
13797,Ja'far bin Hdhyfh,جعفر بن حذيفة,0,0,
13798,Ja'far bin Kharjh,جعفر بن خارجة,0,0,
13799,Ja'far bin al-Frafs'h,جعفر بن الفرافصة,0,0,
13800,Ja'far bin Ma'bd Abu al-Walid,جعفر بن معبد أبو الوليد,0,0,
13801,Jryr bin 'Utba,جرير بن عتبة,0,0,
13802,Jmyl al-Njrany,جميل النجراني,0,0,
13803,Jmyl bin Snan,جميل بن سنان,0,0,
13804,Jmyl bin Bashyr,جميل بن بشير,0,0,
13805,Jmyl,جميل,0,0,
13806,Jblh bin Hmmh,جبلة بن حممة,0,0,
13807,Jblh bin Naf',جبلة بن نافع,0,0,
13808,Jblh bin Abi Suliaman Abu,جبلة بن أبي سليمان أبو عاصم الشقري,0,0,
13809,Jblh bin Mtr,جبلة بن مطر,0,0,
13810,Jndb bin al-Hjaj,جندب بن الحجاج,0,0,
13811,Jndb bin Suliaman al-Barqy,جندب بن سليمان البارقي,0,0,
13812,Jubayr bin Shayba bin 'Uthman,جبير بن شيبة بن عثمان,0,0,
13813,Jbyr bin al-Hwyrth,جبير بن الحويرث,0,0,
13814,Jrah bin al-Jrah,جراح بن الجراح,0,0,
13815,Jhm bin Fdalh,جهم بن فضالة,0,0,
13816,Jhdm bin al-Dhak Abu Ru'bh,جهضم بن الضحاك أبو رؤبة الباهلي,0,0,
13817,Jhm bin 'Amr,جهم بن عمرو,0,0,
13818,Jhm bin Abi al-Jhm,جهم بن أبي الجهم,0,0,
13819,Jhm bin al-Mstmr,جهم بن المستمر,0,0,
13820,Jhm bin 'Abdur Rahman bin Mwhb,جهم بن عبد الرحمن بن موهب,0,0,
13821,Jhm bin al-Aswad,جهم بن الأسود,0,0,
13822,Jarwd bin 'Umayr,جارود بن عمير,0,0,
13823,Jaryh bin Suliaman al-Msly,جارية بن سليمان المسلي,0,0,
13824,Jnyd Shykh,جنيد,0,0,
13825,Jwyryh bin Qdamh al-Tmymy,جويريه بن قدامة التميمي,0,0,
13827,Jra bin Smrh,جري بن سمرة,0,0,Hamadan
13828,Jari bin al-Harith Client 'Uthman,جري بن الحارث القرشي مولى عثمان,0,0,
13829,Jndl,جندل,0,0,
13830,Jhdm bin al-Dhak Abu Ru'bh,جهضم بن الضحاك أبو رؤبة الباهلي,0,0,
13831,Jhym al-Fhry,جهيم الفهري,0,0,
13832,Jabbar al-Ta'iy,جبار الطائي,0,0,Hamadan
13833,Jalas bin Muhammad/'Amr,جلاس بن محمد الكلبي,0,0,
13834,Jrz bin Jabir al-Khth'my,جرز بن جابر الخثعمي ويقال جزء,0,0,
13835,al-Hasan bin 'Abdur Rahman bin Awf ا,لحسن بن عبد الرحمن بن عوف الزهري,0,0,
13836,al-Hasan bin 'Uthman ا,لحسن بن عثمان بن عبد الرحمن بن ع,0,0,
13837,al-Hasan bin Hadyh ا,لحسن بن هادية,0,0,
13838,al-Hasan bin Mhran al-Krmany ا,لحسن بن مهران الكرماني,0,0,
13839,al-Hasan bin Malik bin al-Hwyrth ا,لحسن بن مالك بن الحويرث,0,0,
13840,al-Hasan bin Muhammad al-Bdy ا,لحسن بن محمد العبدي,0,0,
13841,al-Hasan bin al-Husain ا,لحسن بن الحسين,0,0,
13842,al-Hasan bin Ghalb al-Tmymy ا,لحسن بن غالب التميمي,0,0,
13843,al-Harith bin Mdrb ا,لحارث بن مضرب,0,0,Hamadan
13844,al-Harith bin Hrml ا,لحارث بن حرمل,0,0,
13845,al-Harith bin Jndb ا,لحارث بن جندب,0,0,
13846,al-Harith bin Hbysh al-Asady ا,لحارث بن حبيش الأسدي,0,0,
13848,al-Harith bin Khalid bin al-As ا,لحارث بن خالد بن العاص سمع عائشة,0,0,
13849,al-Harith bin Abi al-Abbas ا,لحارث بن أبي العباس,0,0,
13850,al-Harith bin Abi Jmylh ا,لحارث بن أبي جميلة,0,0,
13852,al-Harith bin Akrmh ا,لحارث بن عكرمة,0,0,
13853,al-Harith Mwla bin Sba' ا,لحارث مولى بن سباع,0,0,
13855,al-Harith bin Ma'aqb ا,لحارث بن معاقب,0,0,
13856,al-Harith bin Nawful ا,لحارث بن نوفل,0,0,
13857,al-Harith bin al-N'uman al-Lythy ا,لحارث بن النعمان الليثي,0,0,
13858,al-Harith bin Yazid al-Sn'any ا,لحارث بن يزيد الصنعاني,0,0,Sana'
13860,al-Harith bin Abd Mwla 'Uthman ا,لحارث بن عبد مولى عثمان بن عفان,0,622,
13861,al-Harith bin Myna'a ا,لحارث بن ميناء,0,0,
13862,al-Harith bin Muhammad ا,لحارث بن محمد,0,0,
13864,Habib bin Hmaz al-Asady,حبيب بن حماز الأسدي,0,0,
13865,Habib Mwla Asyd bin al-Akhns,حبيب مولى أسيد بن الأخنس,0,0,
13867,Habib bin 'Abdullah,حبيب بن عبد الله,0,0,
13868,Habib bin Shdad Ahsbh Mwla,حبيب بن شداد أحسبه مولى الزبير,0,0,
13870,Habib bin Abi Kathir,حبيب بن أبي كثير,0,0,
13871,Habib bin Abi Jbyrh,حبيب بن أبي جبيرة,0,0,
13872,Habib,حبيب,0,0,
13873,Habib bin Y'la bin Umayya,حبيب بن يعلى بن أمية,0,0,
13877,Habib al-Hdhla,حبيب الهذلي,0,0,
13878,al-Hakam bin Mas'ud al-Thaqifi ا,لحكم بن مسعود الثقفي,0,0,
13879,al-Hakam bin Qays bin 'Asim ا,لحكم بن قيس بن عاصم المنقري,0,0,
13882,al-Hakam bin al-Azrq ا,لحكم بن الأزرق,0,0,
13883,al-Hakam bin al-Walid al-Whazy ا,لحكم بن الوليد الوحاظي,0,0,Hims
13884,al-Hakam al-Tjyby ا,لحكم التجيبي,0,0,
13885,al-Hakam ا,لحكم,0,0,
13886,al-Hakam Shykh ا,لحكم,0,0,
13887,Hameed bin Rwman,حميد بن رومان,0,0,
13888,Hameed bin Abi Hameed,حميد بن أبي حميد,0,0,
13889,Hameed bin Jbyr Mwla bin 'Abbas,حميد بن جبير مولى بن عباس,0,0,
13890,Hameed bin 'Uqba al-Quraishi al-Flstyny,حميد بن عقبة القرشي الفلسطيني,0,0,
13891,Hameed bin Bashyr,حميد بن بشير,0,0,
13892,Hafs bin al-Nadr bin Ans,حفص بن النضر بن أنس بن مالك سمع,0,0,
13893,Hafs bin Ayad,حفص بن عياض,0,0,
13894,Hafs bin Abi Hafs,حفص بن أبي حفص السراج,0,0,
13895,Hafs bin 'Umar bin Aby,حفص بن عمر بن أبي الزبير,0,0,
13896,Hjaj bin Lahq bin Hameed,حجاج بن لاحق بن حميد بن أبي مجلز,0,0,
13897,Hjaj bin Ysar,حجاج بن يسار,0,0,
13898,Hjaj bin al-Wrd al-Azdy Mwla,حجاج بن الورد الأزدي مولى عتيك,0,0,
13899,Husayn bin al-Sa'ib bin Aby,حسين بن السائب بن أبي لبابة,0,0,
13900,Husayn bin Kharjh,حسين بن خارجة,0,0,
13901,Husayn bin Abi Sufyan,حسين بن أبي سفيان,0,0,
13902,Husayn bin Qays bin 'Asim,حصين بن قيس بن عاصم المنقري أخو ح,0,0,
13903,Husayn bin Hdyr,حصين بن حدير,0,0,
13905,Husayn bin Sbrh,حصين بن سبرة,0,0,
13906,Husayn bin Aws,حصين بن أوس,0,0,
13907,Husayn bin Yazid al-Th'lby,حصين بن يزيد الثعلبي,0,0,
13909,Husayn bin Arfth al-Yrbw'y al-Tmymy,حصين بن عرفطة اليربوعي التميمي,0,0,
13910,Husayn bin 'Abdullah al-Hfana,حصين بن عبد الله الهفاني,0,0,
13911,Husayn bin 'Abdullah al-Shybany,حصين بن عبد الله الشيباني,0,0,
13912,Hmad bin Slym al-Quraishi,حماد بن سليم القرشي,0,0,
13913,Hkym al-Slmy,حكيم السلمي,0,0,
13914,Hkym bin Aqal al-Quraishi,حكيم بن عقال القرشي,0,0,
13915,Hkym bin Abi Hkym,حكيم بن أبي حكيم,0,0,
13916,Hkym bin 'Amr,حكيم بن عمرو,0,0,
13917,Hkym bin al-Harith Nsyb bin Syryn,حكيم بن الحارث نسيب بن سيرين,0,0,
13918,Hkym bin Drym,حكيم بن دريم,0,0,
13919,Hsan al-Bjly,حسان البجلي,0,0,
13920,Hsan bin Hmd'h,حسان بن حمضة ويقال بن ضمرة,0,0,
13922,Hsan bin 'Abdur Rahman,حسان بن عبد الرحمن,0,0,
13924,Hnzlh al-Shybany,حنظلة الشيباني,0,0,
13926,Hnzlh bin N'ym al-Nbry,حنظلة بن نعيم العنبري,0,0,
13927,Hnzlh bin 'Ubaidullah al-Sdwsy,حنظلة بن عبيد الله السدوسي,0,0,
13928,Hnzlh bin Qnan Abu Muhammad,حنظلة بن قنان أبو محمد,0,0,
13929,Hnzlh Abu Khld'h,حنظلة أبو خلدة,0,0,
13930,Hamza bin 'Abdullah bin al-Zubair,حمزة بن عبد الله بن الزبير بن العوام,0,0,
13931,Hamza bin 'Abdullah bin 'Utba,حمزة بن عبد الله بن عتبة بن مسعود,0,0,
13932,Hamza bin Abi S'aid al-Khdry,حمزة بن أبي سعيد الخدري,0,0,
13933,Hamza al-Quraishi,حمزة القرشي,0,0,
13934,Hamza bin Abd Klal,حمزة بن عبد كلال,0,0,
13935,Hamza bin Han'i al-Rhby,حمزة بن هانئ الرحبي,0,0,
13936,Hamza bin Salmah Abu Ayoub,حمزة بن سلمة أبو أيوب الدالاني أما,0,0,
13937,Hyan bin Iyas al-Barqy al-Azdy,حيان بن إياس البارقي الأزدي,0,0,
13938,Hyan bin al-Harith Abu Aqyl,حيان بن الحارث أبو عقيل,0,0,
13939,Hyan al-Hdhla Wald Slym bin Hyan,حيان الهذلي والد سليم بن حيان,0,0,
13940,Hyan bin Jhdr Abu al-Smyn,حيان بن جحدر أبو السمين الطائي,0,0,
13941,Hyan Abu S'aid al-Tyma,حيان أبو سعيد التيمي,0,0,
13942,Hyan bin Kryb,حيان بن كريب,0,0,
13943,Hyan bin Dmrh al-Bahla,حيان بن ضمرة الباهلي,0,0,
13944,Hrb bin al-Harith,حرب بن الحارث,0,0,
13945,Hrb bin Najd'h,حرب بن ناجدة,0,0,
13946,Hrb bin Hilal al-Thqfa,حرب بن هلال الثقفي,0,0,
13948,Hrmlh Mwla Zayd bin Thabit,حرملة مولى زيد بن ثابت,0,0,
13949,Hrmlh bin 'Abdur Rahman,حرملة بن عبد الرحمن,0,0,
13950,Hurayth bin 'Amr,حريث بن عمرو,0,0,
13951,Hryth bin Amarh,حريث بن عمارة,0,0,
13952,Hryth bin Suliaman al-Dwa,حريث بن سليمان العدوي,0,0,
13953,Hryth bin Malik Abu Mawyh,حريث بن مالك أبو ماوية الأسيدي,0,0,
13954,Hryth bin Amar,حريث بن عمار,0,0,
13955,Hryth bin Abi Hryth,حريث بن أبي حريث,0,0,
13956,Hjr bin Shrahyl,حجر بن شراحيل,0,0,
13957,Hyy bin Y'la bin Umayya,حيي بن يعلى بن أمية الثقفي,0,0,
13958,Hmran bin al-Mndhr al-Wa'ila Wqd,حمران بن المنذر الوائلي,0,0,
13959,Hmran Mwla bin Ablh,حمران مولى بن عبلة,0,0,
13960,Hr Shykh,حر,0,0,
13961,Hr Shykh,حر,0,0,
13962,Hban bin al-Harith Abu Aqyl,حبان بن الحارث أبو عقيل,0,0,
13963,Hban Sahb al-Dthynh,حبان صاحب الدثينة,0,0,
13964,Hban bin Mua'wiya al-Slmy,حبان بن معاوية السلمي,0,0,
13965,Hwt bin 'Abdul 'Aziz al-Bdy,حوط بن عبد العزيز العبدي,0,0,
13966,Hbh bin Ghsyl al-Asady Whw,حبة بن غسيل الأسدي وهو الذي يقال,0,0,
13967,Hdyr al-Slmy Mwla bina Slym,حدير السلمي مولى بني سليم كنيته أب,0,0,
13968,Hdyr bin al-Khtab,حدير بن الخطاب,0,0,
13969,Hdyr al-Aslma,حدير الأسلمي,0,0,
13970,Hnsh al-Bdy,حنش العبدي,0,0,
13971,Hwshb bin Abi Ziyad,حوشب بن أبي زياد,0,0,
13972,Hram bin S'ad,حرام بن سعد,0,0,
13973,Hram bin Mua'wiya,حرام بن معاوية,0,0,
13974,Hram bin Abd 'Amr al-Khth'my,حرام بن عبد عمرو الخثعمي الحضرمي,0,0,
13975,Hnyn Mwla al-Sabyn Adrk Zmn,حنين مولى السابين أدرك زمن عثمان,0,0,
13976,Hnyn bin Abi al-Mughira,حنين بن أبي المغيرة,0,0,
13977,Hazm bin Jabir,حازم بن جابر,0,0,
13978,Hazm bin Hisham,حازم بن هشام,0,0,
13979,Hzm bin Abdalkhth'ma,حزم بن عبدالخثعمي,0,0,
13980,Hzm bin Abi K'ab,حزم بن أبي كعب,0,0,
13981,Hzn bin Bashyr al-Khth'my,حزن بن بشير الخثعمي,0,0,
13982,Hudayj bin Sarma al-Humayri,حديج بن صرمي الحميري,0,0,
13983,Hdyj bin 'Amr,حديج بن عمرو,0,0,
13984,Hzam bin Draj,حزام بن دراج,0,0,
13985,Harithh bin Slym,حارثة بن سليم,0,0,
13987,Hy bin Malik,حي بن مالك,0,0,
13988,Hy Shykh,حي,0,0,
13989,Hwyrth bin Rbab,حويرث بن رباب,0,0,
13990,Hilal bin Abi Hilal,(Rabi'a) حلال بن أبي حلال العتكي,0,0,
13991,Hmyra bin Krathh al-Rb'y,حميري بن كراثة الربعي,0,0,
13992,Hbysh,حبيش,0,0,
13993,Hamyh bin R'iab,حامية بن رئاب,0,0,
13994,"Hamayl, Abu Jarwah",حميل أبو جروة,0,0,Hijaz
13995,Hwara bin Ziyad,حواري بن زياد,0,0,
13997,Hmar al-Asady,حمار الأسدي,0,0,
13998,al-Hwary Mwla 'Abdullah bin Shqyq ا,لحواري مولى عبد الله بن شقيق,0,0,Hamadan
13999,Hrqws bin Bashyr,حرقوس بن بشير ويقال بشير,0,0,
14000,Aban bin Tarq,أبان بن طارق,0,0,Basra
14001,Aban bin Abi Ayash,أبان بن أبي عياش فيروز,0,0,al-Basra
14004,Azhar bin Rashid al-'Abbassri,أزهر بن راشد البصري,0,0,al-Basra
14007,al-Asq' bin al-Asl' Bsry ا,لأسقع بن الأسلع بصري,0,0,Basra
14008,Aslm al-Jly al-Rb'y R'ay Aba,أسلم العجلي الربعي,0,0,Basra
14012,al-Aswad bin Mas'ud al-Nbry ا,لأسود بن مسعود العنبري البصري,0,0,al-Basra
14013,Ash'th bin Sa'id al-'Abbassri,أشعث بن سعيد البصري,0,0,al-Basra
14016,A'yn al-Khwarzmy,أعين الخوارزمي,0,0,al-Basra
14017,Anas bin Hkym al-Dby,أنس بن حكيم الضبي البصري,0,0,al-Basra
14019,Anas al-Qaysy al-'Abbassri bin Am,أنس القيسي البصري بن عم,0,0,al-Basra
14021,Awfa bin Dlhm al-Dwy al-Bsry,أوفي بن دلهم,0,0,al-Basra
14022,Iyas bin Abi Tmymh إ,ياس بن أبي تميمة,0,0,al-Basra
14024,Ayoub bin Bashayr bin Ka'b,أيوب بن بشير بن كعب,0,738,al-Basra
14025,Ayoub bin Khwt,أيوب بن خوط,0,0,al-Basra
14027,Bhr bin Mrar,بحر بن مرار,0,0,"al-Ray, al-Basra"
14030,al-Bra'a bin Zayd al-'Abbassri ا,لبراء بن زيد البصري بن بنت,0,0,al-Basra
14034,Bashar bin Abi Syf,بشار بن أبي سيف الجرمي,0,0,"Syria, al-Basra"
14035,Bashr bin Harb al-Azdi,بشر بن حرب الأزدي,0,0,Basra
14036,Bashr bin Shghaf,بشر بن شغاف,0,0,Basra
14037,Bashr bin Aa'idh,بشر بن عائذ,0,0,al-Basra
14038,Bashyr bin Thabit al-Ansari,بشير بن ثابت الأنصاري,0,0,Basra
14039,Bashyr bin Maymun al-Shqry,بشير بن ميمون الشقري,0,0,Basra
14044,Bilal bin Abi Barda,بلال بن أبي بردة,0,622,"al-Basra, Kufa"
14046,Twbh Abu Sdqh al-Ansari,توبة أبو صدقة الأنصاري,0,0,al-Basra
14048,Thabit bin Amarh al-Hnfy,ثابت بن عمارة الحنفي,0,767,al-Basra
14052,Thwab bin 'Utba al-Mhry al-Bsry,ثواب بن عتبة,0,0,al-Basra
14053,Thwr bin Afyr,ثور بن عفير,0,0,al-Basra
14055,al-Jarwd bin Abi Sbrh ا,لجارود بن أبي سبرة,0,739,al-Basra
14056,Jam' bin Mtr al-Hbty,جامع بن مطر الحبطي,0,0,al-Basra
14061,Jmyl bin Mrh al-Shybany,جميل بن مرة الشيباني البصري,0,0,al-Basra
14062,Jwn bin Qtad'h bin al-A'wr,جون بن قتادة بن الأعور,0,0,al-Basra
14065,al-Harith bin Shbl ا,لحارث بن شبل,0,0,Basra
14066,Habib bin Abi Habib al-Bajli,حبيب بن أبي حبيب البجلي,0,0,"al-Basra, Kufa"
14067,Habib bin al-Zubair bin Mshkan,حبيب بن الزبير بن مشكان,0,0,"Asbahan, al-Basra"
14069,Habib bin Abi Fadalan/Fadala,حبيب بن أبي فضلان/ فضالة المالكي,0,0,al-Basra
14070,Habib bin Muhammad al-Ajmi,حبيب بن محمد العجمي,0,0,al-Basra
14073,Hjaj bin Hsan al-Qaysy,حجاج بن حسان القيسي البصري,0,0,al-Basra
14075,Hjaj bin Frafs'h,حجاج بن فرافصة الباهلي,0,0,al-Basra
14077,Hsan bin Bilal al-Mzny,حسان بن بلال المزني البصري,0,0,al-Basra
14078,Hsan bin Abi Snan,حسان بن أبي سنان البصري,0,0,al-Basra
14079,Khalid bin Sameer/Shameer,خالد بن سمير/خالد بن شمير,0,0,al-Basra
14082,Husayn bin Naf' al-Tmymy,حصين بن نافع التميمي,0,0,al-Basra
14084,Hafs bin 'Abdullah,حفص بن عبد الله الليثي,0,0,al-Basra
14085,al-Hakam bin Jhl ا,لحكم بن جحل,0,0,al-Basra
14087,al-Hakam bin Frwkh ا,لحكم بن فروخ,0,0,al-Basra
14088,Hkym bin Qays bin 'Asim,حكيم بن قيس بن عاصم,0,0,al-Basra
